ID;HTS;TAMHOGAR;INGFAM;SEXO;AUTLIC;HORA;ORIGEN;DESTINO;JEFEHOGAR;NUMAUTO;NUMEST;NUMTRAB;LICTOT;CANTALT;ELECCION;TV1;TV2;TV3;TV4;TV5;TV6;TV7;TV8;TV9;TV6A;TV6M;TV7A;TV7M;TV8T;TV8M;TV9B;TV9M;TC1;TC2;TC3;TC4;TC5;TC6;TC7;TC8;TC9;TE3;TE4;TE5;TE6;TE7;TE8;TE9;CT1;CT2;CT3;CT4;CT5;CT6;CT7;CT8;CT9;DISP1;DISP2;DISP3;DISP4;DISP5;DISP6;DISP7;DISP8;DISP9
532;48;6;140;1;0.66;815;414;511;0;2;1;2;3;8;3;15.95;18.43;18.12;0;22.77;17.48;32.93;16.08;17.97;5.58;11.9;21.03;11.9;4.18;11.9;6.07;11.9;7.43;0;6.23;0;7.43;8.17;6.97;12.72;12.72;1.3;0;0.7;3.2;3.2;4.5;3.5;9.25;3.5;3.4;0;1.36;2.99;0.92;2.21;1.87;1;1;1;0;1;1;1;1;1
533;45;3;120;1;1;750;406;700;1;2;1;2;2;8;1;11.18;11.18;15.6;0;22.15;15.12;23.27;13.55;18.57;4.92;10.2;13.07;10.2;3.35;10.2;8.37;10.2;6.72;6.72;6.23;0;6.48;6.97;6.97;6.6;6.6;0.8;0;1.6;1.3;1.3;2.08;1.8;3.4;0.41;1.7;0;0.61;1.29;0.44;1.46;1.05;1;1;1;0;1;1;1;1;1
534;40;3;100;1;0;750;500;117;1;0;0;1;0;2;4;0;0;0;12.7;14.98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.72;7.2;0;0;0;0;0;3.2;0.5;0;0;0;0;0;0;0;0.75;1.36;0;0;0;0;0;0;0;1;1;0;0;0;0
535;45;3;120;1;1;750;406;700;1;2;1;2;2;8;1;11.18;11.18;15.6;0;22.15;15.12;23.27;13.55;18.57;4.92;10.2;13.07;10.2;3.35;10.2;8.37;10.2;6.72;6.72;6.23;0;6.48;6.97;6.97;6.6;6.6;0.8;0;1.6;1.3;1.3;2.08;1.8;3.4;0.41;1.7;0;0.61;1.29;0.44;1.46;1.05;1;1;1;0;1;1;1;1;1
536;60;6;80;1;0;815;418;512;1;0;2;2;0;3;5;0;0;0;0;17.48;0;0;14.2;14.1;0;0;0;0;2.8;11.4;2.7;11.4;0;0;0;0;4.92;0;0;9.97;9.97;0;0;1.1;0;0;3.6;4.1;0;0;0;0;1.36;0;0;2.21;2.21;0;0;0;0;1;0;0;1;1
537;40;4;150;0;0.25;750;328;700;0;1;1;2;4;6;7;0;0;20.68;15.1;31.38;0;27.28;16.22;17.28;0;0;12.18;15.1;1.12;15.1;2.18;15.1;0;0;10.2;15.83;10.2;0;6;9.12;9.37;0.8;1.3;0.9;0;1.3;2.08;1.7;0;0;1.7;0.44;0.68;0;0.44;1.46;1.12;0;0;1;1;1;0;1;1;1
538;36;2;48;0;0.5;735;712;16;1;1;0;1;2;3;4;0;0;13.83;15.1;24.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.57;7.68;4.43;0;0;0;0;0.4;1.3;0.7;0;0;0;0;0;0;2.04;0.44;0.61;0;0;0;0;0;0;1;1;1;0;0;0;0
539;40;2;100;0;0.5;750;503;700;0;1;0;2;2;4;2;0;17.28;14.13;0;27.68;0;0;0;18.9;0;0;0;0;0;0;8.7;10.2;0;0.97;7.57;0;7.8;0;0;0;15.23;0.5;0;0.6;0;0;0;1.8;0;0.41;1.7;0;0.68;0;0;0;1.12;0;1;1;0;1;0;0;0;1
540;48;6;60;1;1;820;402;512;1;1;4;1;1;5;5;15.43;0;0;0;22.33;15.07;0;16.47;18.25;5.77;9.3;0;0;7.17;9.3;7.95;10.3;5.4;0;0;0;3.6;7.92;0;8.63;12.72;0;0;4.5;3.2;0;3.6;4;4.15;0;0;0;1.36;2.58;0;2.04;2.21;1;0;0;0;1;1;0;1;1
541;40;6;150;1;0.66;745;102;700;0;2;4;3;3;6;5;9.25;9.25;7.5;0;14.57;18.27;23.17;0;0;9.38;8.88;14.28;8.88;0;0;0;0;1.2;1.2;4.43;0;9.72;6.97;6.97;0;0;0.6;0;1.5;1.3;1.3;0;0;0.51;0.24;2.04;0;0.61;1.67;0.48;0;0;1;1;1;0;1;1;1;0;0
542;44;6;67;1;1;745;322;700;1;2;4;1;2;5;9;20.18;0;0;0;38.03;21.08;0;19.68;23.23;5.98;15.1;0;0;4.58;15.1;8.13;15.1;1.2;0;0;0;10.43;6.97;0;10.68;10.68;0;0;0.5;1.3;0;1.9;1.6;5.17;0;0;0;0.68;1.63;0;1.29;1.05;1;0;0;0;1;1;0;1;1
543;48;4;160;0;1;755;306;112;0;3;1;2;3;5;4;5.12;5.62;5.47;6.4;10.07;0;0;0;0;0;0;0;0;0;0;0;0;5.4;0;6;12.6;2.88;0;0;0;0;0.4;3.2;5;0;0;0;0;3.16;1.05;2.72;0.75;1.36;0;0;0;0;1;1;1;1;1;0;0;0;0
544;40;3;60;0;1;805;502;701;1;1;0;3;1;6;3;0;12.85;11.48;0;22.53;0;15.57;10.77;11.5;0;0;7.77;7.8;2.97;7.8;3.7;7.8;0;6.23;5.88;0;6;0;8.63;10.68;10.68;0.5;0;0.6;0;1.3;1.8;2.1;0;0.34;1.7;0;0.61;0;0.44;1.46;1.12;0;1;1;0;1;0;1;1;1
545;48;5;120;1;0;800;504;113;1;0;1;1;1;2;4;0;0;0;6.5;9.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.52;6.72;0;0;0;0;0;2;0.2;0;0;0;0;0;0;0;0.37;1.36;0;0;0;0;0;0;0;1;1;0;0;0;0
546;48;1;40;0;0;810;307;110;1;0;0;1;0;2;5;0;0;0;6.4;8.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.23;2.63;0;0;0;0;0;3.2;0.1;0;0;0;0;0;0;0;0.85;1.36;0;0;0;0;0;0;0;1;1;0;0;0;0
547;48;6;35;0;0;735;414;512;0;0;1;3;0;4;5;0;0;15.03;0;20.6;0;0;16;17.5;0;0;0;0;3.3;12.7;4.8;12.7;0;0;8.4;0;1.8;0;0;6.83;6.83;1.3;0;0.7;0;0;4.5;3.5;0;0;2.72;0;1.36;0;0;2.21;1.53;0;0;1;0;1;0;0;1;1
548;40;2;120;0;0.5;810;416;701;1;1;0;1;2;6;6;12.03;12.03;15.32;0;22.78;13.08;19.27;0;0;2.68;10.4;8.87;10.4;0;0;0;0;6.23;6.23;7.8;0;7.92;8.63;8.63;0;0;0.8;0;0.9;1.3;1.3;0;0;4.42;0.51;1.7;0;0.68;0.99;0.44;0;0;1;1;1;0;1;1;1;0;0
549;40;2;120;0;0.5;810;416;701;1;1;0;1;2;6;6;12.03;12.03;15.32;0;22.78;13.08;19.27;0;0;2.68;10.4;8.87;10.4;0;0;0;0;6.23;6.23;7.8;0;7.92;8.63;8.63;0;0;0.8;0;0.9;1.3;1.3;0;0;4.42;0.51;1.7;0;0.68;0.99;0.44;0;0;1;1;1;0;1;1;1;0;0
550;48;8;80;0;1;840;313;512;0;1;0;4;1;2;5;0;0;0;0;16.53;0;0;13.12;0;0;0;0;0;5.02;8.1;0;0;0;0;0;0;1.8;0;0;6.83;0;0;0;1.1;0;0;4.5;0;0;0;0;0;1.36;0;0;2.21;0;0;0;0;0;1;0;0;1;0
551;48;6;40;0;0.33;815;300;512;0;1;1;4;3;4;5;0;9.73;0;0;14.32;0;28.42;0;9.37;0;0;23.52;4.9;0;0;4.47;4.9;0;0;0;0;8.28;0;10.57;0;14.77;0;0;4.9;0;3.2;0;4.2;0;0.92;0;0;1.36;0;0.85;0;2.21;0;1;0;0;1;0;1;0;1
552;48;4;70;0;0;900;400;512;1;0;0;2;2;3;5;0;0;10.2;0;17.18;0;0;0;14.47;0;0;0;0;0;0;4.17;10.3;0;0;12.83;0;5.4;0;0;0;8.28;0.6;0;0.7;0;0;0;3.8;0;0;2.72;0;1.36;0;0;0;2.21;0;0;1;0;1;0;0;0;1
553;40;5;200;0;1;800;315;701;0;2;1;2;2;8;6;16.75;16.75;16.1;0;34.62;16.98;26.07;16;18.9;2.98;14;12.07;14;2;14;4.9;14;4.43;4.43;9.97;0;9.97;8.63;8.63;14.77;14.77;0.4;0;0.7;1.3;1.3;1.7;1.5;1.16;0.58;2.04;0;0.68;1.02;0.48;1.33;1.09;1;1;1;0;1;1;1;1;1
554;48;7;140;1;0.66;800;212;112;0;2;0;3;3;5;4;3.88;4.4;3.7;2.9;5.48;0;0;0;0;0;0;0;0;0;0;0;0;5.4;0;6.6;6.6;2.28;0;0;0;0;0.4;3.2;0.9;0;0;0;0;2.01;0.48;2.72;0.85;1.36;0;0;0;0;1;1;1;1;1;0;0;0;0
555;40;5;120;0;0.5;745;413;701;0;1;2;2;2;8;1;18.38;18.38;24.52;0;35.5;18.83;23.92;19.98;24.23;4.83;14;9.92;14;5.98;14;10.23;14;4.5;4.5;4.68;0;4.92;8.63;8.63;9.48;9.48;0.8;0;1.8;1.3;1.3;2.08;2;2.31;1.16;1.7;0;0.68;1.87;0.48;1.46;1.12;1;1;1;0;1;1;1;1;1
556;40;5;120;0;0.5;745;413;701;0;1;2;2;2;8;1;18.38;18.38;24.52;0;35.5;18.83;23.92;19.98;24.23;4.83;14;9.92;14;5.98;14;10.23;14;4.5;4.5;4.68;0;4.92;8.63;8.63;9.48;9.48;0.8;0;1.8;1.3;1.3;2.08;2;2.31;1.16;1.7;0;0.68;1.87;0.48;1.46;1.12;1;1;1;0;1;1;1;1;1
557;48;7;120;0;0;815;311;110;1;0;0;4;3;3;5;0;11.17;0;8.1;13.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0.48;0;16.43;5.77;0;0;0;0;0;3.2;2.7;0;0;0;0;0;1.12;0;0.85;1.36;0;0;0;0;0;1;0;1;1;0;0;0;0
558;50;6;230;1;1;715;408;701;1;2;3;1;2;8;1;7.03;7.03;8.92;0;14.18;12.77;21.87;12.2;13.6;2.37;10.4;11.47;10.4;1.8;10.4;3.2;10.4;9.48;9.48;10.32;0;10.57;8.63;8.63;14.77;14.77;0.5;0;0.6;1.3;1.3;1.8;1.9;0.71;0.37;1.7;0;0.68;1.29;0.44;1.46;1.12;1;1;1;0;1;1;1;1;1
559;50;6;230;1;1;715;408;701;1;2;3;1;2;8;1;7.03;7.03;8.92;0;14.18;12.77;21.87;12.2;13.6;2.37;10.4;11.47;10.4;1.8;10.4;3.2;10.4;9.48;9.48;10.32;0;10.57;8.63;8.63;14.77;14.77;0.5;0;0.6;1.3;1.3;1.8;1.9;0.71;0.37;1.7;0;0.68;1.29;0.44;1.46;1.12;1;1;1;0;1;1;1;1;1
560;48;4;120;0;0.5;745;709;31;0;2;2;2;4;5;1;12.53;12.53;12.07;10.4;24.63;0;0;0;0;0;0;0;0;0;0;0;0;6.23;6.23;4.57;10.32;4.8;0;0;0;0;0.4;1.3;0.3;0;0;0;0;2.69;0.48;2.04;0.44;0.68;0;0;0;0;1;1;1;1;1;0;0;0;0
561;45;4;85;1;0.5;825;510;106;1;1;1;2;2;4;5;2.88;2.88;0;1.6;3.13;0;0;0;0;0;0;0;0;0;0;0;0;5.4;0;0;7.8;7.2;0;0;0;0;0;1.2;0.5;0;0;0;0;1.56;0.27;0;0.85;1.36;0;0;0;0;1;1;0;1;1;0;0;0;0
562;45;4;85;1;0.5;825;510;106;1;1;1;2;2;4;5;2.88;2.88;0;1.6;3.13;0;0;0;0;0;0;0;0;0;0;0;0;5.4;0;0;7.8;7.2;0;0;0;0;0;1.2;0.5;0;0;0;0;1.56;0.27;0;0.85;1.36;0;0;0;0;1;1;0;1;1;0;0;0;0
563;48;5;85;0;0.66;730;111;701;1;2;3;1;3;6;6;13.85;13.85;0;0;0;18.72;28.9;18.18;20.42;5.82;12.9;16;12.9;4.18;14;6.42;14;6.23;6.23;0;0;0;8.63;8.63;12.23;12.23;0;0;0;1.3;1.3;1.7;3;4.32;0.44;0;0;0;1.46;0.48;1.5;1.05;1;1;0;0;0;1;1;1;1
564;40;4;60;1;1;740;418;512;1;2;2;2;2;7;6;15.57;15.57;0;0;17.13;13.58;15.78;15.1;14.1;11.18;2.4;3.08;12.7;2.4;12.7;2.7;11.4;5.4;0.48;0;0;2.4;7.92;6.72;7.43;7.43;0;0;1.1;3.2;3.2;3.8;4.1;7.55;3.26;0;0;1.36;7.99;0.88;2.04;2.21;1;1;0;0;1;1;1;1;1
565;48;3;33;0;0;750;306;110;1;0;0;1;0;2;5;0;0;8.58;0;14.93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.92;0;1.92;0;0;0;0;0.4;0;0.5;0;0;0;0;0;0;2.72;0;1.36;0;0;0;0;0;0;1;0;1;0;0;0;0
566;45;4;60;0;0.5;810;404;512;0;1;0;2;2;7;2;13.32;13.32;0;0;17.18;12.68;20.75;14.42;13.82;1.28;11.4;9.35;11.4;1.72;12.7;2.42;11.4;5.4;0;0;0;2.88;6.97;5.77;7.68;7.68;0;0;0.3;3.2;3.2;3.6;3.4;4.35;1.67;0;0;1.36;1.77;0.85;2.21;2.21;1;1;0;0;1;1;1;1;1
567;40;4;140;0;1;740;502;701;0;2;2;2;2;8;5;11.22;11.22;11.18;0;19.82;11.53;12.23;10.75;11.5;3.73;7.8;4.43;7.8;2.95;7.8;3.7;7.8;6.23;6.23;3.48;0;7.8;8.63;8.63;8.28;8.28;0.5;0;0.6;1.3;1.3;1.8;2.1;4.08;0.34;1.7;0;0.68;1.29;0.44;1.8;1.12;1;1;1;0;1;1;1;1;1
568;40;4;140;0;1;740;502;701;0;2;2;2;2;8;5;11.22;11.22;11.18;0;19.82;11.53;12.23;10.75;11.5;3.73;7.8;4.43;7.8;2.95;7.8;3.7;7.8;6.23;6.23;3.48;0;7.8;8.63;8.63;8.28;8.28;0.5;0;0.6;1.3;1.3;1.8;2.1;4.08;0.34;1.7;0;0.68;1.29;0.44;1.8;1.12;1;1;1;0;1;1;1;1;1
569;45;8;24;1;0;800;318;113;1;0;6;1;0;2;4;0;0;0;8.7;12.57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.68;3;0;0;0;0;0;2;0.2;0;0;0;0;0;0;0;0.37;1.36;0;0;0;0;0;0;0;1;1;0;0;0;0
570;45;2;40;1;0;650;500;113;1;0;1;1;0;2;4;0;0;0;11.1;13.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.52;13.2;0;0;0;0;0;2;0.5;0;0;0;0;0;0;0;0.37;1.36;0;0;0;0;0;0;0;1;1;0;0;0;0
571;45;5;55;1;0.5;750;318;107;1;1;3;1;2;4;4;12.17;12.17;0;8.7;13.12;0;0;0;0;0;0;0;0;0;0;0;0;5.4;0.97;0;21.72;7.57;0;0;0;0;0;2;0.2;0;0;0;0;3.57;1.26;0;0.37;1.36;0;0;0;0;1;1;0;1;1;0;0;0;0
572;45;2;170;1;1;800;311;31;1;1;0;1;1;5;4;13.08;13.08;12.75;12.9;26.5;0;0;0;0;0;0;0;0;0;0;0;0;5.88;5.88;3.48;9.83;4.8;0;0;0;0;0.4;1.3;0.7;0;0;0;0;5.3;0.61;2.04;0.44;0.68;0;0;0;0;1;1;1;1;1;0;0;0;0
573;45;2;170;1;1;800;311;31;1;1;0;1;1;5;4;13.08;13.08;12.75;12.9;26.5;0;0;0;0;0;0;0;0;0;0;0;0;5.88;5.88;3.48;9.83;4.8;0;0;0;0;0.4;1.3;0.7;0;0;0;0;5.3;0.61;2.04;0.44;0.68;0;0;0;0;1;1;1;1;1;0;0;0;0
574;45;3;120;1;0.5;805;708;14;1;1;1;2;2;5;4;8.37;8.37;9.82;9.1;18.57;0;0;0;0;0;0;0;0;0;0;0;0;18.72;18.72;3.23;8.63;7.2;0;0;0;0;0.3;1.3;0.3;0;0;0;0;6.05;0.31;2.04;0.44;0.68;0;0;0;0;1;1;1;1;1;0;0;0;0
575;45;7;155;1;0;815;318;110;1;0;3;2;1;2;4;0;0;0;8.7;14.58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.57;5.17;0;0;0;0;0;2;0.2;0;0;0;0;0;0;0;0.37;1.36;0;0;0;0;0;0;0;1;1;0;0;0;0
576;45;3;120;1;0.5;805;708;14;1;1;1;2;2;5;4;8.37;8.37;9.82;9.1;18.57;0;0;0;0;0;0;0;0;0;0;0;0;18.72;18.72;3.23;8.63;7.2;0;0;0;0;0.3;1.3;0.3;0;0;0;0;6.05;0.31;2.04;0.44;0.68;0;0;0;0;1;1;1;1;1;0;0;0;0
577;48;3;18;1;0;735;414;512;1;0;1;1;1;4;5;0;0;14.83;0;18.87;0;0;17.28;19.35;0;0;0;0;4.58;12.7;6.65;12.7;0;0;17.77;0;11.28;0;0;6.97;6.97;1.3;0;0.5;0;0;4.5;3.5;0;0;2.72;0;1.36;0;0;2.21;2.21;0;0;1;0;1;0;0;1;1
578;40;4;60;0;0;740;511;702;0;0;2;1;0;4;3;0;0;14.32;0;25.88;0;0;16.1;17.8;0;0;0;0;3.3;12.8;5;12.8;0;0;3.23;0;3.48;0;0;3.6;3.72;0.5;0;0.5;0;0;1.8;1.8;0;0;1.7;0;0.68;0;0;1.29;1.05;0;0;1;0;1;0;0;1;1
579;48;6;50;1;0.5;805;414;512;1;1;3;2;2;7;5;18.22;18.22;0;0;22.13;17.12;30.1;17.18;19.22;4.42;12.7;17.4;12.7;4.48;12.7;6.52;12.7;5.4;0;0;0;1.08;4.57;3.37;3.97;3.97;0;0;0.7;3.2;3.2;4.5;3.5;5.1;2.04;0;0;1.36;2.38;0.88;2.21;2.21;1;1;0;0;1;1;1;1;1
580;48;5;90;1;0;820;401;512;0;0;1;4;2;3;9;0;0;0;0;17.7;0;0;13.93;14.6;0;0;0;0;3.63;10.3;4.3;10.3;0;0;0;0;3;0;0;5.88;5.88;0;0;3.5;0;0;4.5;4;0;0;0;0;1.36;0;0;2.21;2.21;0;0;0;0;1;0;0;1;1
581;48;5;87;1;0.5;815;500;113;1;1;1;1;2;4;4;14.47;14.52;0;12.7;16.12;0;0;0;0;0;0;0;0;0;0;0;0;5.4;0;0;5.1;3.18;0;0;0;0;0;3.2;0.5;0;0;0;0;4.25;1.6;0;0.85;1.36;0;0;0;0;1;1;0;1;1;0;0;0;0
582;48;3;48;1;0.5;820;401;512;1;1;1;1;2;7;8;15.2;15.2;0;0;17.68;12.63;17.27;13.42;13.4;2.33;10.3;6.97;10.3;3.12;10.3;3.1;10.3;5.4;0;0;0;4.43;4.08;2.88;2.88;6.48;0;0;0.2;3.2;3.2;4.5;4;3.57;1.29;0;0;1.36;2.01;0.78;1.77;2.11;1;1;0;0;1;1;1;1;1
583;50;2;100;1;0.5;800;502;701;1;1;0;1;2;6;5;0;0;10.78;0;22.18;12.42;18.07;12.82;12.03;4.62;7.8;10.27;7.8;3.72;9.1;4.23;7.8;0;0;5.63;0;1.8;0.6;0.6;2.03;2.03;0.5;0;0.6;1.3;1.3;1.8;2.1;0;0;1.7;0;0.68;0.99;0.44;1.46;1.02;0;0;1;0;1;1;1;1;1
584;48;7;50;0;0.66;830;314;113;0;2;2;4;3;3;4;0;10.27;0;9.3;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.28;1.2;0;0;0;0;0;3.2;0.2;0;0;0;0;0;1.05;0;0.75;1.36;0;0;0;0;0;1;0;1;1;0;0;0;0
585;48;7;50;0;0.66;830;314;113;0;2;2;4;3;3;4;0;10.27;0;9.3;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.28;1.2;0;0;0;0;0;3.2;0.2;0;0;0;0;0;1.05;0;0.75;1.36;0;0;0;0;0;1;0;1;1;0;0;0;0
586;50;7;90;1;0.5;815;413;701;1;1;4;1;2;8;8;19.47;19.47;23.5;0;33.85;18.73;22.58;19.7;23.8;4.73;14;8.58;14;5.7;14;9.8;14;22.2;22.2;3.48;0;3.6;2.28;2.28;4.32;4.32;0.8;0;1.8;1.3;1.3;2.08;2;3.43;0.88;1.7;0;0.68;1.7;0.48;1.29;0.95;1;1;1;0;1;1;1;1;1
587;44;5;105;1;1;825;413;701;1;2;2;1;2;6;6;0;0;24.22;0;33.17;19.48;36.77;20.72;25.33;6.58;12.9;23.87;12.9;6.72;14;11.33;14;0;0;6.3;0;6.53;2.58;2.58;7.13;7.27;0.8;0;1.8;1.3;1.3;2.08;2;0;0;1.7;0;0.68;1.12;0.51;1.33;1.09;0;0;1;0;1;1;1;1;1
588;48;9;100;1;0;820;307;110;0;0;2;5;0;3;4;0;0;5.9;7.2;8.63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.8;10.32;6.23;0;0;0;0;0.4;3.2;0.1;0;0;0;0;0;0;2.72;0.85;1.36;0;0;0;0;0;0;1;1;1;0;0;0;0
589;45;5;110;1;0.5;730;413;701;1;1;2;2;2;6;9;0;0;23.08;0;31.4;18.77;23.08;19.7;23.8;4.77;14;9.08;14;5.7;14;9.8;14;0;0;3.83;0;3.97;2.28;2.28;4.68;4.68;0.8;0;1.8;1.3;1.3;2.08;2;0;0;1.7;0;0.68;1.7;0.48;1.29;1.05;0;0;1;0;1;1;1;1;1
590;48;4;13;1;0;750;315;511;1;0;2;1;2;3;5;0;0;0;0;14.23;0;0;11.08;11.48;0;0;0;0;3.78;7.3;4.18;7.3;0;0;0;0;7.68;0;0;3.12;3.12;0;0;1.8;0;0;3.6;5;0;0;0;0;1.36;0;0;2.21;2.21;0;0;0;0;1;0;0;1;1
591;44;6;200;1;0.5;745;406;701;0;2;3;2;4;5;4;8.93;8.93;13.78;10.4;21.07;0;0;0;0;0;0;0;0;0;0;0;0;1.2;1.2;1.2;17.77;1.32;0;0;0;0;0.8;1.3;0.9;0;0;0;0;4.18;0.41;1.7;0.44;0.68;0;0;0;0;1;1;1;1;1;0;0;0;0
592;48;2;30;0;1;755;405;511;0;1;0;1;1;3;8;0;0;0;0;28.83;0;0;15.2;15.2;0;0;0;0;4.6;10.6;4.6;10.6;0;0;0;0;1.32;0;0;2.28;2.28;0;0;6;0;0;3.6;4.1;0;0;0;0;1.36;0;0;1.87;2.21;0;0;0;0;1;0;0;1;1
593;44;4;70;1;0.5;815;413;701;1;1;2;1;2;8;9;17.07;17.07;23.83;0;34.38;18.8;23.5;19.98;24.23;4.8;14;9.5;14;5.98;14;10.23;14;0.48;0.48;1.98;0;2.22;2.28;2.28;2.82;2.93;0.8;0;1.8;1.3;1.3;2.08;2;0.68;0.34;1.7;0;0.68;1.39;0.48;1.33;1.09;1;1;1;0;1;1;1;1;1
594;48;3;50;1;0;710;501;113;1;0;1;2;1;2;5;0;0;0;10.6;12.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.92;6;0;0;0;0;0;3.2;0.3;0;0;0;0;0;0;0;0.85;1.36;0;0;0;0;0;0;0;1;1;0;0;0;0
595;48;6;55;1;0;730;306;511;0;0;0;3;2;3;5;0;0;6.23;0;11.3;0;0;0;11.12;0;0;0;0;0;0;5.72;5.4;0;0;9.48;0;8.17;0;0;0;9.72;0.4;0;0.5;0;0;0;3.5;0;0;2.72;0;1.36;0;0;0;2.21;0;0;1;0;1;0;0;0;1
596;48;1;22.3;0;1;830;601;701;1;1;0;1;1;8;5;10.75;10.75;15.27;0;28.88;15.68;27.33;13.6;18.6;6.58;9.1;18.23;9.1;4.5;9.1;9.5;9.1;0.48;0.48;3.83;0;3.97;2.28;2.28;4.68;4.68;1;0;1;1.3;1.3;2.3;1.8;0.61;0.31;1.7;0;0.68;1.39;0.48;1.46;1.12;1;1;1;0;1;1;1;1;1
597;44;7;200;1;0.33;800;412;701;1;1;2;3;3;8;1;16.38;16.38;22.93;0;32.12;18.17;22.63;19.2;20.3;4.17;14;8.63;14;5.2;14;6.3;14;0.48;0.48;3.97;0;4.08;2.28;2.28;4.8;4.92;0.8;0;0.9;1.3;1.3;2.08;4.3;1.26;0.61;1.7;0;0.68;1.53;0.44;1.29;1.05;1;1;1;0;1;1;1;1;1
598;44;7;200;1;0.33;800;412;701;1;1;2;3;3;8;1;16.38;16.38;22.93;0;32.12;18.17;22.63;19.2;20.3;4.17;14;8.63;14;5.2;14;6.3;14;0.48;0.48;3.97;0;4.08;2.28;2.28;4.8;4.92;0.8;0;0.9;1.3;1.3;2.08;4.3;1.26;0.61;1.7;0;0.68;1.53;0.44;1.29;1.05;1;1;1;0;1;1;1;1;1
599;60;6;50;1;0;815;516;701;1;0;3;1;0;4;3;0;0;19.67;0;37.7;0;0;20.78;25.3;0;0;0;0;6.78;14;11.3;14;0;0;3.78;0;2.22;0;0;2.82;2.93;0.5;0;1.6;0;0;1.8;2.3;0;0;1.7;0;0.61;0;0;1.29;1.05;0;0;1;0;1;0;0;1;1
600;60;6;50;1;0;815;516;701;1;0;3;1;0;4;3;0;0;19.67;0;37.7;0;0;20.78;25.3;0;0;0;0;6.78;14;11.3;14;0;0;3.78;0;2.22;0;0;2.82;2.93;0.5;0;1.6;0;0;1.8;2.3;0;0;1.7;0;0.61;0;0;1.29;1.05;0;0;1;0;1;0;0;1;1
601;48;4;55;1;0;750;402;512;1;0;2;1;1;3;5;0;0;0;0;19.77;0;0;15.63;17.47;0;0;0;0;5.33;10.3;7.17;10.3;0;0;0;0;1.2;0;0;4.08;4.08;0;0;2;0;0;3.6;4;0;0;0;0;1.36;0;0;2.21;2.21;0;0;0;0;1;0;0;1;1
602;48;4;55;1;0;750;402;512;1;0;2;1;1;3;5;0;0;0;0;19.77;0;0;15.63;17.47;0;0;0;0;5.33;10.3;7.17;10.3;0;0;0;0;1.2;0;0;4.08;4.08;0;0;2;0;0;3.6;4;0;0;0;0;1.36;0;0;2.21;2.21;0;0;0;0;1;0;0;1;1
603;40;2;150;1;1;750;505;701;1;2;0;1;2;6;1;14.62;14.62;12.88;0;23.77;16.52;23.28;0;0;6.12;10.4;12.88;10.4;0;0;0;0;11.17;11.17;6;0;6.23;5.77;5.77;0;0;0.5;0;1.6;1.3;1.3;0;0;6.43;0.41;1.7;0;0.61;1.5;0.48;0;0;1;1;1;0;1;1;1;0;0
604;48;6;65;1;0.66;820;213;113;1;2;2;2;3;3;5;5.98;5.98;0;0;4.8;0;0;0;0;0;0;0;0;0;0;0;0;5.4;0;0;0;6.23;0;0;0;0;0;0;0.1;0;0;0;0;1.8;0.41;0;0;1.36;0;0;0;0;1;1;0;0;1;0;0;0;0
605;48;5;80;1;0.5;830;403;512;0;1;1;2;2;4;5;0;13.43;11.43;0;13.67;0;27.73;0;0;0;0;15.03;12.7;0;0;0;0;0;0;10.68;0;10.68;0;2.88;0;0;0.6;0;0.7;0;3.2;0;0;0;1.6;2.72;0;1.7;0;0.88;0;0;0;1;1;0;1;0;1;0;0
606;43;4;70;1;0;745;707;14;1;0;1;2;0;3;4;0;0;8.93;7.8;17.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.17;6.37;4.92;0;0;0;0;0.3;1.3;0.3;0;0;0;0;0;0;2.04;0.48;0.61;0;0;0;0;0;0;1;1;1;0;0;0;0
607;43;4;70;1;0;745;707;14;1;0;1;2;0;3;4;0;0;8.93;7.8;17.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.17;6.37;4.92;0;0;0;0;0.3;1.3;0.3;0;0;0;0;0;0;2.04;0.48;0.61;0;0;0;0;0;0;1;1;1;0;0;0;0
608;40;3;150;1;0.5;805;317;701;1;1;0;2;2;7;1;14.92;0;17.38;0;33.33;18.62;28.1;17.77;20.25;4.62;14;14.1;14;3.77;14;6.25;14;10.32;0;5.88;0;6;5.77;4.8;6.6;6.6;0.4;0;0.7;1.3;1.3;1.7;1.5;1.33;0;2.04;0;0.61;1.46;0.44;1.46;1.05;1;0;1;0;1;1;1;1;1
